ELECTION_PROCESS,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,TOTAL_VOTERS,MALE_VOTERS,FEMALE_VOTERS,UNDER_18,AGE_18_TO_20,AGE_21_TO_29,AGE_30_TO_35,AGE_36_TO_50,AGE_51_TO_75,OVER_75,INITIAL_EDUCATION,PRIMARY_EDUCATION,SECONDARY_EDUCATION,UNIVERSITY_EDUCATION,TECHNICAL_EDUCATION,SPECIAL_EDUCATION,NO_EDUCATION,DISABILITIES
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050604,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,694,358,336,0,57,175,114,168,161,19,0,226,311,5,1,0,151,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050605,AYACUCHO,PARINACOCHAS,CHUMPI,"1,832",873,959,0,146,362,202,414,508,200,0,598,856,52,10,0,316,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050608,AYACUCHO,PARINACOCHAS,PACAPAUSA,595,302,293,0,40,111,71,129,190,54,0,154,277,20,2,0,142,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050611,AYACUCHO,PARINACOCHAS,PULLO,"2,676","1,338","1,338",0,187,709,408,695,550,127,0,955,"1,447",61,9,0,204,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050612,AYACUCHO,PARINACOCHAS,PUYUSCA,"1,632",791,841,0,126,263,149,378,544,172,0,575,721,49,4,0,283,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050615,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,774,411,363,0,67,138,85,218,210,56,0,253,328,16,3,0,174,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050616,AYACUCHO,PARINACOCHAS,UPAHUACHO,"1,045",520,525,0,73,197,122,263,323,67,0,355,400,12,4,0,274,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050701,AYACUCHO,VICTOR FAJARDO,HUANCAPI,"1,646",755,891,0,114,323,185,406,448,170,0,443,823,146,17,0,217,11
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050702,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,"1,551",782,769,0,132,302,156,391,468,102,0,535,640,63,3,0,310,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050703,AYACUCHO,VICTOR FAJARDO,APONGO,648,307,341,0,38,107,68,157,214,64,0,211,298,21,4,0,114,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050704,AYACUCHO,VICTOR FAJARDO,CANARIA,"2,033",951,"1,082",0,137,350,224,476,667,179,0,656,996,74,7,0,300,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050706,AYACUCHO,VICTOR FAJARDO,CAYARA,957,451,506,0,64,163,99,232,303,96,0,264,442,38,7,0,206,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050707,AYACUCHO,VICTOR FAJARDO,COLCA,"1,223",616,607,0,89,252,133,304,307,138,0,377,593,95,2,1,155,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050708,AYACUCHO,VICTOR FAJARDO,HUALLA,"1,554",681,873,0,128,259,156,362,456,193,0,506,662,26,1,0,359,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050709,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,829,396,433,0,73,185,93,216,201,61,0,349,320,10,0,0,150,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050710,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,"1,259",538,721,0,117,227,114,292,380,129,0,453,452,32,7,0,315,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050713,AYACUCHO,VICTOR FAJARDO,SARHUA,"1,937",893,"1,044",0,189,373,234,520,493,128,0,696,653,28,2,0,558,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050714,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,"2,209","1,059","1,150",0,208,404,239,598,583,177,0,819,941,55,11,0,383,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050715,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,453,239,214,0,23,61,41,88,189,51,0,160,176,17,1,0,99,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050801,AYACUCHO,HUANCA SANCOS,SANCOS,"2,338","1,099","1,239",0,182,427,268,628,625,208,0,702,"1,166",190,30,1,249,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050802,AYACUCHO,HUANCA SANCOS,SACSAMARCA,"1,322",619,703,0,139,264,142,316,371,90,0,518,586,38,6,0,174,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050803,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,"1,783",830,953,0,179,381,215,485,435,88,0,767,701,25,4,0,286,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050804,AYACUCHO,HUANCA SANCOS,CARAPO,"1,754",825,929,0,156,348,194,453,467,136,0,646,769,61,12,0,266,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050901,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,"4,988","2,357","2,631",0,462,960,600,"1,334","1,268",364,0,"1,763","2,009",142,7,1,"1,066",16
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050902,AYACUCHO,VILCAS HUAMAN,VISCHONGO,"2,943","1,388","1,555",0,271,596,356,771,734,215,0,949,"1,299",77,6,1,611,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050903,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,"1,067",521,546,0,83,215,96,254,298,121,0,320,474,37,3,0,233,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050904,AYACUCHO,VILCAS HUAMAN,CARHUANCA,837,400,437,0,55,145,73,170,274,120,0,253,357,58,5,0,164,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050905,AYACUCHO,VILCAS HUAMAN,CONCEPCION,"1,859",885,974,0,190,354,205,504,465,141,0,708,771,23,5,0,352,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050906,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,"1,568",763,805,0,119,254,140,396,486,173,0,597,564,38,2,0,367,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050907,AYACUCHO,VILCAS HUAMAN,SAURAMA,"1,012",505,507,0,107,185,105,223,286,106,0,334,430,20,1,0,227,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,050908,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,"1,118",536,582,0,80,189,96,275,350,128,0,394,447,31,0,0,246,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051001,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,"1,916",910,"1,006",0,121,302,211,521,560,201,0,445,998,199,38,3,233,14
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051002,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,375,198,177,0,29,72,38,91,108,37,0,115,184,11,4,0,61,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051003,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,331,167,164,0,17,56,36,76,110,36,0,91,185,21,4,0,30,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,"1,372",701,671,0,101,243,165,350,383,130,0,388,756,56,11,0,161,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,540,279,261,0,35,89,47,101,179,89,0,147,262,18,10,0,103,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,676,315,361,0,69,131,80,155,180,61,0,170,317,21,0,0,168,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051007,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,405,202,203,0,16,55,38,88,148,60,0,115,192,14,1,0,83,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051008,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,449,259,190,0,27,86,51,109,140,36,0,128,245,9,2,0,65,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051009,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,158,88,70,0,7,35,20,30,52,14,0,44,90,6,2,0,16,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051010,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,498,231,267,0,33,69,40,133,139,84,0,134,228,33,2,0,101,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051101,AYACUCHO,SUCRE,QUEROBAMBA,"1,697",805,892,0,144,316,191,440,465,141,0,388,910,121,21,0,257,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051102,AYACUCHO,SUCRE,BELEN,290,141,149,0,33,55,28,63,75,36,0,62,164,16,0,0,48,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051103,AYACUCHO,SUCRE,CHALCOS,415,214,201,0,40,71,59,94,120,31,0,133,235,11,2,0,34,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051104,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,919,461,458,0,92,184,120,218,244,61,0,336,412,13,1,0,157,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051105,AYACUCHO,SUCRE,PAICO,511,257,254,0,29,70,49,140,162,61,0,152,243,13,4,0,99,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051106,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,527,250,277,0,38,66,51,126,193,53,0,176,213,21,2,0,115,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051107,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,545,260,285,0,48,97,58,151,154,37,0,148,269,20,2,0,106,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051108,AYACUCHO,SUCRE,SORAS,623,286,337,0,47,97,69,185,166,59,0,187,301,32,7,0,96,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051109,AYACUCHO,SUCRE,HUACAÑA,333,160,173,0,25,38,34,104,89,43,0,102,162,11,1,0,57,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051110,AYACUCHO,SUCRE,CHILCAYOC,473,221,252,0,43,84,44,106,135,61,0,144,231,7,1,0,90,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,051111,AYACUCHO,SUCRE,MORCOLLA,"1,148",572,576,0,99,203,108,314,334,90,0,346,583,35,5,0,179,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,"141,133","67,265","73,868",4,"11,385","36,148","21,995","38,599","28,121","4,881",2,"27,883","77,832","20,376","1,415",45,"13,580",450
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060102,CAJAMARCA,CAJAMARCA,ASUNCION,"6,930","3,381","3,549",1,583,"1,576",881,"1,740","1,697",452,1,"3,272","1,935",101,7,0,"1,614",9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060103,CAJAMARCA,CAJAMARCA,COSPAN,"5,076","2,645","2,431",0,534,"1,137",621,"1,323","1,182",279,0,"2,753","1,259",71,4,0,989,7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060104,CAJAMARCA,CAJAMARCA,CHETILLA,"2,834","1,285","1,549",0,313,654,383,707,658,119,0,"1,135",613,11,2,0,"1,073",2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,"21,614","10,749","10,865",0,"2,030","6,071","3,237","5,649","3,995",632,0,"8,467","7,611",397,45,1,"5,093",37
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060106,CAJAMARCA,CAJAMARCA,JESUS,"10,545","5,063","5,482",0,978,"2,539","1,395","2,691","2,352",590,0,"5,268","3,193",232,23,0,"1,829",14
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060107,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,"25,508","12,159","13,349",0,"2,339","7,007","4,006","6,648","4,607",901,1,"8,642","10,911","1,154",175,10,"4,615",77
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060108,CAJAMARCA,CAJAMARCA,LLACANORA,"3,763","1,749","2,014",0,375,971,568,954,721,174,0,"1,788","1,312",76,6,0,581,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060109,CAJAMARCA,CAJAMARCA,MAGDALENA,"7,537","3,739","3,798",0,703,"1,956","1,054","1,934","1,572",318,0,"3,348","2,700",171,24,1,"1,293",9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060110,CAJAMARCA,CAJAMARCA,MATARA,"3,559","1,684","1,875",0,299,807,407,884,918,244,1,"1,748","1,188",75,14,0,533,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060111,CAJAMARCA,CAJAMARCA,NAMORA,"7,059","3,365","3,694",0,748,"1,828","1,005","1,723","1,455",300,0,"3,427","2,028",104,10,0,"1,490",9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060112,CAJAMARCA,CAJAMARCA,SAN JUAN,"3,953","1,959","1,994",1,379,970,510,"1,054",845,194,1,"1,714","1,487",122,7,0,622,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,"24,544","11,758","12,786",0,"2,054","5,709","3,249","6,728","5,573","1,231",0,"11,835","8,249","1,285",77,2,"3,096",46
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060202,CAJAMARCA,CAJABAMBA,CACHACHI,"12,316","6,167","6,149",0,"1,497","3,091","1,595","3,020","2,588",525,0,"7,361","2,328",111,11,0,"2,505",9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,"7,874","3,847","4,027",0,828,"1,902","1,046","1,899","1,785",414,0,"4,500","1,486",44,6,0,"1,838",12
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060205,CAJAMARCA,CAJABAMBA,SITACOCHA,"5,418","2,682","2,736",0,519,"1,198",679,"1,453","1,276",293,0,"3,399",861,20,2,0,"1,136",7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060301,CAJAMARCA,CELENDIN,CELENDIN,"17,055","7,830","9,225",0,"1,566","3,969","2,170","4,267","3,978","1,105",1,"6,563","7,090","1,371",67,8,"1,955",186
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060302,CAJAMARCA,CELENDIN,CORTEGANA,"5,013","2,554","2,459",0,565,"1,291",693,"1,278",997,189,0,"2,278","1,583",40,10,0,"1,102",40
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060303,CAJAMARCA,CELENDIN,CHUMUCH,"2,155","1,143","1,012",0,222,522,285,561,457,108,0,"1,213",537,21,0,0,384,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060304,CAJAMARCA,CELENDIN,HUASMIN,"8,860","4,488","4,372",0,859,"2,190","1,307","2,224","1,900",380,0,"4,602","2,084",78,5,0,"2,091",34
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,840,439,401,0,69,192,102,195,233,49,0,308,444,52,6,0,30,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,"2,416","1,185","1,231",0,183,579,304,584,586,180,0,919,"1,118",153,12,0,214,26
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,"3,186","1,571","1,615",0,312,837,446,813,642,136,0,"1,937",650,37,4,1,557,12
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060308,CAJAMARCA,CELENDIN,OXAMARCA,"4,501","2,277","2,224",0,401,"1,123",655,"1,198",938,186,0,"2,815",891,34,4,0,757,58
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060309,CAJAMARCA,CELENDIN,SOROCHUCO,"7,955","3,995","3,960",0,815,"1,891","1,027","2,126","1,718",378,0,"3,692","2,292",107,10,1,"1,853",10
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060310,CAJAMARCA,CELENDIN,SUCRE,"3,844","1,951","1,893",0,318,852,523,"1,032",901,218,0,"1,947","1,278",169,19,1,430,48
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060311,CAJAMARCA,CELENDIN,UTCO,"1,145",607,538,0,119,216,133,340,272,65,0,569,379,61,4,0,132,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,"4,957","2,479","2,478",0,503,"1,268",699,"1,285","1,038",164,0,"2,957","1,140",42,3,0,815,11
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060401,CAJAMARCA,CONTUMAZA,CONTUMAZA,"5,307","2,714","2,593",0,441,"1,169",693,"1,310","1,305",389,0,"2,786","1,641",398,44,3,435,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060403,CAJAMARCA,CONTUMAZA,CHILETE,"2,405","1,194","1,211",0,179,456,267,622,706,175,0,857,"1,190",155,25,1,177,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060404,CAJAMARCA,CONTUMAZA,GUZMANGO,"1,931",986,945,0,170,404,241,537,463,116,0,"1,305",392,45,9,0,180,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060405,CAJAMARCA,CONTUMAZA,SAN BENITO,"2,314","1,223","1,091",0,209,461,250,695,562,137,0,"1,286",818,64,11,0,135,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060406,CAJAMARCA,CONTUMAZA,CUPISNIQUE,"1,197",641,556,0,90,253,128,343,321,62,0,689,426,24,1,0,57,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060407,CAJAMARCA,CONTUMAZA,TANTARICA,"1,966","1,020",946,0,143,331,225,554,572,141,0,"1,019",712,44,8,1,182,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060408,CAJAMARCA,CONTUMAZA,YONAN,"5,043","2,416","2,627",0,340,904,541,"1,352","1,549",357,0,"1,580","2,614",452,50,2,345,11
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060409,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,959,494,465,0,99,220,122,263,203,52,0,567,265,25,0,0,102,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060501,CAJAMARCA,CUTERVO,CUTERVO,"35,305","16,688","18,617",0,"3,245","8,356","4,983","9,314","7,711","1,696",1,"14,458","12,166","1,628",145,5,"6,902",110
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060502,CAJAMARCA,CUTERVO,CALLAYUC,"6,256","3,296","2,960",0,629,"1,577",855,"1,675","1,259",261,0,"3,454","1,492",47,5,0,"1,258",10
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060503,CAJAMARCA,CUTERVO,CUJILLO,"2,062","1,120",942,0,238,564,294,509,389,68,0,"1,107",764,31,3,0,157,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060504,CAJAMARCA,CUTERVO,CHOROS,"2,500","1,367","1,133",0,219,562,346,737,548,88,0,"1,060","1,054",39,7,1,339,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060505,CAJAMARCA,CUTERVO,LA RAMADA,"2,806","1,365","1,441",0,306,635,393,761,582,129,0,"1,456",881,29,4,0,436,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060506,CAJAMARCA,CUTERVO,PIMPINGOS,"4,080","2,194","1,886",0,400,873,510,"1,142",957,198,2,"1,865","1,548",84,10,1,570,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060507,CAJAMARCA,CUTERVO,QUEROCOTILLO,"8,740","4,486","4,254",0,855,"1,725","1,057","2,484","2,171",448,0,"4,132","2,839",110,15,0,"1,644",15
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060508,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,"3,525","1,820","1,705",0,338,744,469,"1,027",807,140,0,"1,537","1,445",91,7,0,445,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060509,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,"2,110","1,144",966,0,243,577,278,541,396,75,0,"1,025",847,24,10,0,204,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060510,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,"2,526","1,272","1,254",0,237,582,324,698,557,128,0,"1,337",799,38,6,0,346,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060511,CAJAMARCA,CUTERVO,SANTA CRUZ,"2,279","1,229","1,050",0,221,509,330,615,500,104,0,985,882,37,2,0,373,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060512,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,"4,232","2,285","1,947",0,388,990,603,"1,127",957,167,0,"2,450",999,40,5,0,738,7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060513,CAJAMARCA,CUTERVO,SANTO TOMAS,"5,051","2,598","2,453",0,465,"1,052",672,"1,415","1,196",251,0,"2,514","1,624",99,10,2,802,13
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060514,CAJAMARCA,CUTERVO,SOCOTA,"7,003","3,524","3,479",0,619,"1,518",897,"1,949","1,641",379,0,"3,301","2,378",167,15,0,"1,142",21
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060515,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,"1,030",540,490,0,91,186,117,277,300,59,0,458,394,18,2,0,158,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060601,CAJAMARCA,CHOTA,CHOTA,"36,111","16,621","19,490",0,"2,924","8,227","4,941","10,142","7,855","2,022",0,"12,678","13,278","2,457",241,4,"7,453",203
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,060602,CAJAMARCA,CHOTA,ANGUIA,"2,560","1,277","1,283",0,260,540,315,714,578,153,0,"1,283",716,27,1,0,533,4
