Year,ZIP_Code,Cancer Group,Male Count,Female Count,Total_Count
2011-2015,62912,All Cancers Combined,18.00,23.00,41.00
2011-2015,62914,All Cancers Combined,51.00,51.00,102.00
2011-2015,62915,All Cancers Combined,11.00,13.00,24.00
2011-2015,62916,All Cancers Combined,11.00,14.00,25.00
2011-2015,62917,All Cancers Combined,48.00,47.00,95.00
2011-2015,62918,All Cancers Combined,132.00,143.00,275.00
2011-2015,62919,All Cancers Combined,21.00,26.00,47.00
2011-2015,62920,All Cancers Combined,57.00,62.00,119.00
2011-2015,62921,All Cancers Combined,6.00,6.00,12.00
2011-2015,62922,All Cancers Combined,80.00,51.00,131.00
2011-2015,62923,All Cancers Combined,9.00,6.00,15.00
2011-2015,62924,All Cancers Combined,40.00,36.00,76.00
2011-2015,62926,All Cancers Combined,34.00,37.00,71.00
2011-2015,62927,All Cancers Combined,2.00,6.00,8.00
2011-2015,62928,All Cancers Combined,4.00,6.00,10.00
2011-2015,62930,All Cancers Combined,115.00,91.00,206.00
2011-2015,62931,All Cancers Combined,39.00,28.00,67.00
2011-2015,62932,All Cancers Combined,22.00,34.00,56.00
2011-2015,62933,All Cancers Combined,32.00,32.00,64.00
2011-2015,62934,All Cancers Combined,21.00,19.00,40.00
2011-2015,62935,All Cancers Combined,31.00,38.00,69.00
2011-2015,62938,All Cancers Combined,59.00,51.00,110.00
2011-2015,62939,All Cancers Combined,68.00,56.00,124.00
2011-2015,62940,All Cancers Combined,9.00,1.00,10.00
2011-2015,62941,All Cancers Combined,9.00,20.00,29.00
2011-2015,62942,All Cancers Combined,6.00,10.00,16.00
2011-2015,62943,All Cancers Combined,14.00,13.00,27.00
2011-2015,62946,All Cancers Combined,204.00,217.00,421.00
2011-2015,62947,All Cancers Combined,13.00,11.00,24.00
2011-2015,62948,All Cancers Combined,202.00,219.00,421.00
2011-2015,62949,All Cancers Combined,16.00,16.00,32.00
2011-2015,62950,All Cancers Combined,3.00,3.00,6.00
2011-2015,62951,All Cancers Combined,100.00,108.00,208.00
2011-2015,62952,All Cancers Combined,69.00,65.00,134.00
2011-2015,62953,All Cancers Combined,8.00,9.00,17.00
2011-2015,62954,All Cancers Combined,10.00,9.00,19.00
2011-2015,62956,All Cancers Combined,8.00,13.00,21.00
2011-2015,62957,All Cancers Combined,12.00,22.00,34.00
2011-2015,62958,All Cancers Combined,39.00,31.00,70.00
2011-2015,62959,All Cancers Combined,492.00,443.00,935.00
2011-2015,62960,All Cancers Combined,189.00,174.00,363.00
2011-2015,62961,All Cancers Combined,1.00,0.00,1.00
2011-2015,62962,All Cancers Combined,3.00,0.00,3.00
2011-2015,62963,All Cancers Combined,12.00,7.00,19.00
2011-2015,62964,All Cancers Combined,26.00,22.00,48.00
2011-2015,62965,All Cancers Combined,1.00,0.00,1.00
2011-2015,62966,All Cancers Combined,244.00,219.00,463.00
2011-2015,62967,All Cancers Combined,3.00,4.00,7.00
2011-2015,62969,All Cancers Combined,11.00,13.00,24.00
2011-2015,62970,All Cancers Combined,17.00,11.00,28.00
2011-2015,62972,All Cancers Combined,31.00,7.00,38.00
2011-2015,62973,All Cancers Combined,1.00,0.00,1.00
2011-2015,62974,All Cancers Combined,25.00,21.00,46.00
2011-2015,62975,All Cancers Combined,9.00,4.00,13.00
2011-2015,62976,All Cancers Combined,7.00,12.00,19.00
2011-2015,62977,All Cancers Combined,13.00,8.00,21.00
2011-2015,62979,All Cancers Combined,23.00,17.00,40.00
2011-2015,62982,All Cancers Combined,22.00,23.00,45.00
2011-2015,62983,All Cancers Combined,24.00,17.00,41.00
2011-2015,62984,All Cancers Combined,30.00,27.00,57.00
2011-2015,62985,All Cancers Combined,20.00,15.00,35.00
2011-2015,62987,All Cancers Combined,20.00,23.00,43.00
2011-2015,62988,All Cancers Combined,29.00,27.00,56.00
2011-2015,62990,All Cancers Combined,25.00,20.00,45.00
2011-2015,62992,All Cancers Combined,17.00,10.00,27.00
2011-2015,62994,All Cancers Combined,13.00,9.00,22.00
2011-2015,62995,All Cancers Combined,89.00,65.00,154.00
2011-2015,62996,All Cancers Combined,28.00,11.00,39.00
2011-2015,62997,All Cancers Combined,18.00,5.00,23.00
2011-2015,62998,All Cancers Combined,11.00,2.00,13.00
2011-2015,62999,All Cancers Combined,33.00,31.00,64.00
,,,,,
Cancer Incidence: By Zip Code,,,,,
Five-Year Cancer Incidence Counts,,,,,
"Source: Illinois Department of Public Health, Illinois State Cancer Registry,
data as of November 2017.",,,,,
